run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR4096039	PRJEB30134	SAMEA5226408	ERX4091337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096039/ERR4096039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096039/ERR4096039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096039/29210_5#166.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096039/29210_5#166.cram.crai	
ERR4096048	PRJEB30134	SAMEA5226412	ERX4091346	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4096048/ERR4096048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4096048/ERR4096048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096048/29210_5#175.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096048/29210_5#175.cram.crai	
ERR4096054	PRJEB30134	SAMEA5226523	ERX4091352	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4096054/ERR4096054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4096054/ERR4096054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096054/29210_5#181.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096054/29210_5#181.cram.crai	
ERR4096060	PRJEB30134	SAMEA5226419	ERX4091358	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4096060/ERR4096060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4096060/ERR4096060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096060/29210_5#187.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096060/29210_5#187.cram.crai	
ERR5311108	PRJEB30134	SAMEA6450920	ERX5100511	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311108/ERR5311108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311108/ERR5311108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311108/33226_5#4.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311108/33226_5#4.cram.crai	
ERR5311113	PRJEB30134	SAMEA6450930	ERX5100516	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311113/ERR5311113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311113/ERR5311113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311113/33226_5#9.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311113/33226_5#9.cram.crai	
ERR5311114	PRJEB30134	SAMEA6450685	ERX5100517	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311114/ERR5311114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311114/ERR5311114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311114/33226_5#10.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311114/33226_5#10.cram.crai	
ERR5311115	PRJEB30134	SAMEA6450925	ERX5100518	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311115/ERR5311115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311115/ERR5311115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311115/33226_5#11.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311115/33226_5#11.cram.crai	
ERR5311121	PRJEB30134	SAMEA6450928	ERX5100524	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311121/ERR5311121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311121/ERR5311121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311121/33226_5#17.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311121/33226_5#17.cram.crai	
ERR5311125	PRJEB30134	SAMEA6450723	ERX5100528	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311125/ERR5311125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311125/ERR5311125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311125/33226_5#21.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311125/33226_5#21.cram.crai	
ERR5311127	PRJEB30134	SAMEA6450696	ERX5100530	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311127/ERR5311127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311127/ERR5311127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311127/33226_5#23.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311127/33226_5#23.cram.crai	
ERR5311131	PRJEB30134	SAMEA6450728	ERX5100534	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311131/ERR5311131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311131/ERR5311131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311131/33226_5#27.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311131/33226_5#27.cram.crai	
ERR5311134	PRJEB30134	SAMEA6450935	ERX5100537	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311134/ERR5311134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311134/ERR5311134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311134/33226_5#30.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311134/33226_5#30.cram.crai	
ERR5311135	PRJEB30134	SAMEA6450744	ERX5100538	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311135/ERR5311135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311135/ERR5311135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311135/33226_5#31.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311135/33226_5#31.cram.crai	
ERR5311139	PRJEB30134	SAMEA6450762	ERX5100542	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311139/ERR5311139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311139/ERR5311139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311139/33226_5#35.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311139/33226_5#35.cram.crai	
ERR5311140	PRJEB30134	SAMEA6450961	ERX5100543	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311140/ERR5311140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311140/ERR5311140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311140/33226_5#36.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311140/33226_5#36.cram.crai	
ERR5311141	PRJEB30134	SAMEA6450764	ERX5100544	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311141/ERR5311141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311141/ERR5311141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311141/33226_5#37.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311141/33226_5#37.cram.crai	
ERR5311142	PRJEB30134	SAMEA6450963	ERX5100545	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311142/ERR5311142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311142/ERR5311142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311142/33226_5#38.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311142/33226_5#38.cram.crai	
ERR5311146	PRJEB30134	SAMEA6450968	ERX5100549	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311146/ERR5311146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311146/ERR5311146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311146/33226_5#42.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311146/33226_5#42.cram.crai	
ERR5311148	PRJEB30134	SAMEA6450969	ERX5100551	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311148/ERR5311148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311148/ERR5311148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311148/33226_5#44.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311148/33226_5#44.cram.crai	
ERR5311150	PRJEB30134	SAMEA6450780	ERX5100553	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311150/ERR5311150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311150/ERR5311150_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311150/33226_5#46.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311150/33226_5#46.cram.crai	
ERR5311152	PRJEB30134	SAMEA6450782	ERX5100555	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311152/ERR5311152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311152/ERR5311152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311152/33226_5#48.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311152/33226_5#48.cram.crai	
ERR5311158	PRJEB30134	SAMEA6450786	ERX5100561	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311158/ERR5311158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311158/ERR5311158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311158/33226_5#54.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311158/33226_5#54.cram.crai	
ERR5311159	PRJEB30134	SAMEA6450972	ERX5100562	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311159/ERR5311159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311159/ERR5311159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311159/33226_5#55.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311159/33226_5#55.cram.crai	
ERR5311161	PRJEB30134	SAMEA6450975	ERX5100564	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311161/ERR5311161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311161/ERR5311161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311161/33226_5#57.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311161/33226_5#57.cram.crai	
ERR5311162	PRJEB30134	SAMEA6450787	ERX5100565	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311162/ERR5311162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311162/ERR5311162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311162/33226_5#58.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311162/33226_5#58.cram.crai	
ERR5311164	PRJEB30134	SAMEA6450977	ERX5100567	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311164/ERR5311164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311164/ERR5311164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311164/33226_5#60.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311164/33226_5#60.cram.crai	
ERR5311165	PRJEB30134	SAMEA6450802	ERX5100568	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311165/ERR5311165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311165/ERR5311165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311165/33226_5#61.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311165/33226_5#61.cram.crai	
ERR5311167	PRJEB30134	SAMEA6450800	ERX5100570	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311167/ERR5311167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311167/ERR5311167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311167/33226_5#63.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311167/33226_5#63.cram.crai	
ERR5311170	PRJEB30134	SAMEA6450979	ERX5100573	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311170/ERR5311170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311170/ERR5311170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311170/33226_5#66.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311170/33226_5#66.cram.crai	
ERR5311172	PRJEB30134	SAMEA6450983	ERX5100575	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311172/ERR5311172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311172/ERR5311172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311172/33226_5#68.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311172/33226_5#68.cram.crai	
ERR5311175	PRJEB30134	SAMEA6450806	ERX5100578	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311175/ERR5311175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311175/ERR5311175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311175/33226_5#71.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311175/33226_5#71.cram.crai	
ERR5311182	PRJEB30134	SAMEA6450943	ERX5100585	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311182/ERR5311182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311182/ERR5311182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311182/33226_5#78.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311182/33226_5#78.cram.crai	
ERR5311184	PRJEB30134	SAMEA6450948	ERX5100587	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311184/ERR5311184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311184/ERR5311184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311184/33226_5#80.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311184/33226_5#80.cram.crai	
ERR5311185	PRJEB30134	SAMEA6450818	ERX5100588	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311185/ERR5311185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311185/ERR5311185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311185/33226_5#81.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311185/33226_5#81.cram.crai	
ERR5311187	PRJEB30134	SAMEA6450819	ERX5100590	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311187/ERR5311187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311187/ERR5311187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311187/33226_5#83.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311187/33226_5#83.cram.crai	
ERR5311189	PRJEB30134	SAMEA6450828	ERX5100592	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311189/ERR5311189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311189/ERR5311189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311189/33226_5#85.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311189/33226_5#85.cram.crai	
ERR5311190	PRJEB30134	SAMEA6450951	ERX5100593	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311190/ERR5311190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311190/ERR5311190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311190/33226_5#86.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311190/33226_5#86.cram.crai	
ERR5311196	PRJEB30134	SAMEA6450833	ERX5100599	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311196/ERR5311196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311196/ERR5311196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311196/33226_5#92.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311196/33226_5#92.cram.crai	
ERR5311197	PRJEB30134	SAMEA6450956	ERX5100600	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311197/ERR5311197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311197/ERR5311197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311197/33226_5#93.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311197/33226_5#93.cram.crai	
ERR5311207	PRJEB30134	SAMEA6450842	ERX5100610	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311207/ERR5311207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311207/ERR5311207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311207/33226_5#103.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311207/33226_5#103.cram.crai	
ERR5311212	PRJEB30134	SAMEA6450984	ERX5100615	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311212/ERR5311212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311212/ERR5311212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311212/33226_5#108.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311212/33226_5#108.cram.crai	
ERR5311213	PRJEB30134	SAMEA6450853	ERX5100616	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311213/ERR5311213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311213/ERR5311213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311213/33226_5#109.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311213/33226_5#109.cram.crai	
ERR5311214	PRJEB30134	SAMEA6450987	ERX5100617	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311214/ERR5311214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311214/ERR5311214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311214/33226_5#110.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311214/33226_5#110.cram.crai	
ERR5311218	PRJEB30134	SAMEA6450986	ERX5100621	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311218/ERR5311218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311218/ERR5311218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311218/33226_5#114.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311218/33226_5#114.cram.crai	
ERR5311225	PRJEB30134	SAMEA6450865	ERX5100628	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311225/ERR5311225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311225/ERR5311225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311225/33226_5#121.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311225/33226_5#121.cram.crai	
ERR5311229	PRJEB30134	SAMEA6450864	ERX5100632	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311229/ERR5311229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311229/ERR5311229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311229/33226_5#125.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311229/33226_5#125.cram.crai	
ERR5311232	PRJEB30134	SAMEA6450997	ERX5100635	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311232/ERR5311232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311232/ERR5311232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311232/33226_5#128.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311232/33226_5#128.cram.crai	
ERR5311233	PRJEB30134	SAMEA6450995	ERX5100636	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311233/ERR5311233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311233/ERR5311233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311233/33226_5#129.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311233/33226_5#129.cram.crai	
ERR5311236	PRJEB30134	SAMEA6450874	ERX5100639	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311236/ERR5311236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311236/ERR5311236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311236/33226_5#132.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311236/33226_5#132.cram.crai	
ERR5311240	PRJEB30134	SAMEA6450872	ERX5100643	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311240/ERR5311240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311240/ERR5311240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311240/33226_5#136.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311240/33226_5#136.cram.crai	
ERR5311242	PRJEB30134	SAMEA6450875	ERX5100645	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311242/ERR5311242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311242/ERR5311242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311242/33226_5#138.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311242/33226_5#138.cram.crai	
ERR5311244	PRJEB30134	SAMEA6450877	ERX5100647	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311244/ERR5311244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311244/ERR5311244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311244/33226_5#140.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311244/33226_5#140.cram.crai	
ERR5311245	PRJEB30134	SAMEA6451002	ERX5100648	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311245/ERR5311245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311245/ERR5311245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311245/33226_5#141.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311245/33226_5#141.cram.crai	
ERR5311251	PRJEB30134	SAMEA6450884	ERX5100654	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311251/ERR5311251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311251/ERR5311251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311251/33226_5#147.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311251/33226_5#147.cram.crai	
ERR5311264	PRJEB30134	SAMEA6451013	ERX5100667	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311264/ERR5311264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311264/ERR5311264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311264/33226_5#160.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311264/33226_5#160.cram.crai	
