run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR5430094	PRJEB30134	SAMEA6450686	ERX5214786	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430094/ERR5430094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430094/ERR5430094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430094/33515_3#26.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430094/33515_3#26.cram.crai	
ERR5430096	PRJEB30134	SAMEA6450827	ERX5214788	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430096/ERR5430096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430096/ERR5430096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430096/33515_3#28.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430096/33515_3#28.cram.crai	
ERR5430100	PRJEB30134	SAMEA6450825	ERX5214792	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/000/ERR5430100/ERR5430100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/000/ERR5430100/ERR5430100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430100/33515_3#32.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430100/33515_3#32.cram.crai	
ERR5430103	PRJEB30134	SAMEA6450831	ERX5214795	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430103/ERR5430103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430103/ERR5430103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430103/33515_3#35.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430103/33515_3#35.cram.crai	
ERR5430106	PRJEB30134	SAMEA6450832	ERX5214798	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430106/ERR5430106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430106/ERR5430106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430106/33515_3#38.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430106/33515_3#38.cram.crai	
ERR5430107	PRJEB30134	SAMEA6450834	ERX5214799	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430107/ERR5430107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430107/ERR5430107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430107/33515_3#39.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430107/33515_3#39.cram.crai	
ERR5430108	PRJEB30134	SAMEA6450712	ERX5214800	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/008/ERR5430108/ERR5430108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/008/ERR5430108/ERR5430108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430108/33515_3#40.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430108/33515_3#40.cram.crai	
ERR5430111	PRJEB30134	SAMEA6450840	ERX5214803	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430111/ERR5430111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430111/ERR5430111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430111/33515_3#43.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430111/33515_3#43.cram.crai	
ERR5430117	PRJEB30134	SAMEA6450719	ERX5214808	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430117/ERR5430117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430117/ERR5430117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430117/33515_3#48.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430117/33515_3#48.cram.crai	
ERR5430119	PRJEB30134	SAMEA6450720	ERX5214810	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430119/ERR5430119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430119/ERR5430119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430119/33515_3#50.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430119/33515_3#50.cram.crai	
ERR5430120	PRJEB30134	SAMEA6450721	ERX5214811	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/000/ERR5430120/ERR5430120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/000/ERR5430120/ERR5430120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430120/33515_3#51.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430120/33515_3#51.cram.crai	
ERR5430127	PRJEB30134	SAMEA6450690	ERX5214818	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430127/ERR5430127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430127/ERR5430127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430127/33515_3#58.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430127/33515_3#58.cram.crai	
ERR5430130	PRJEB30134	SAMEA6450857	ERX5214821	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/000/ERR5430130/ERR5430130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/000/ERR5430130/ERR5430130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430130/33515_3#61.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430130/33515_3#61.cram.crai	
ERR5430133	PRJEB30134	SAMEA6450858	ERX5214824	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430133/ERR5430133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430133/ERR5430133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430133/33515_3#64.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430133/33515_3#64.cram.crai	
ERR5430135	PRJEB30134	SAMEA6450859	ERX5214826	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/005/ERR5430135/ERR5430135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/005/ERR5430135/ERR5430135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430135/33515_3#66.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430135/33515_3#66.cram.crai	
ERR5430139	PRJEB30134	SAMEA6450867	ERX5214830	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430139/ERR5430139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430139/ERR5430139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430139/33515_3#70.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430139/33515_3#70.cram.crai	
ERR5430142	PRJEB30134	SAMEA6450695	ERX5214833	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430142/ERR5430142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430142/ERR5430142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430142/33515_3#73.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430142/33515_3#73.cram.crai	
ERR5430147	PRJEB30134	SAMEA6450878	ERX5214838	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430147/ERR5430147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430147/ERR5430147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430147/33515_3#78.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430147/33515_3#78.cram.crai	
ERR5430149	PRJEB30134	SAMEA6450701	ERX5214840	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430149/ERR5430149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430149/ERR5430149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430149/33515_3#80.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430149/33515_3#80.cram.crai	
ERR5430151	PRJEB30134	SAMEA6450702	ERX5214842	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430151/ERR5430151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430151/ERR5430151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430151/33515_3#82.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430151/33515_3#82.cram.crai	
ERR5430152	PRJEB30134	SAMEA6450703	ERX5214843	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430152/ERR5430152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430152/ERR5430152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430152/33515_3#83.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430152/33515_3#83.cram.crai	
ERR5430153	PRJEB30134	SAMEA6450887	ERX5214844	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430153/ERR5430153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430153/ERR5430153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430153/33515_3#84.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430153/33515_3#84.cram.crai	
ERR5430154	PRJEB30134	SAMEA6450886	ERX5214845	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430154/ERR5430154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430154/ERR5430154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430154/33515_3#85.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430154/33515_3#85.cram.crai	
ERR5430157	PRJEB30134	SAMEA6450892	ERX5214848	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430157/ERR5430157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430157/ERR5430157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430157/33515_3#88.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430157/33515_3#88.cram.crai	
ERR5430161	PRJEB30134	SAMEA6450903	ERX5214852	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430161/ERR5430161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430161/ERR5430161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430161/33515_3#92.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430161/33515_3#92.cram.crai	
ERR5430163	PRJEB30134	SAMEA6450731	ERX5214854	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430163/ERR5430163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430163/ERR5430163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430163/33515_3#94.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430163/33515_3#94.cram.crai	
ERR5430164	PRJEB30134	SAMEA6450732	ERX5214855	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430164/ERR5430164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430164/ERR5430164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430164/33515_3#95.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430164/33515_3#95.cram.crai	
ERR5430166	PRJEB30134	SAMEA6450734	ERX5214857	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430166/ERR5430166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430166/ERR5430166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430166/33515_3#97.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430166/33515_3#97.cram.crai	
ERR5430171	PRJEB30134	SAMEA6450915	ERX5214862	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430171/ERR5430171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430171/ERR5430171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430171/33515_3#102.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430171/33515_3#102.cram.crai	
ERR5430179	PRJEB30134	SAMEA6450921	ERX5214870	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430179/ERR5430179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430179/ERR5430179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430179/33515_3#110.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430179/33515_3#110.cram.crai	
ERR5430186	PRJEB30134	SAMEA6450939	ERX5214877	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430186/ERR5430186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430186/ERR5430186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430186/33515_3#117.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430186/33515_3#117.cram.crai	
ERR5430187	PRJEB30134	SAMEA6450745	ERX5214878	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430187/ERR5430187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430187/ERR5430187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430187/33515_3#118.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430187/33515_3#118.cram.crai	
ERR5430189	PRJEB30134	SAMEA6450940	ERX5214880	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430189/ERR5430189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430189/ERR5430189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430189/33515_3#120.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430189/33515_3#120.cram.crai	
ERR5430191	PRJEB30134	SAMEA6450746	ERX5214882	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430191/ERR5430191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430191/ERR5430191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430191/33515_3#122.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430191/33515_3#122.cram.crai	
ERR5430198	PRJEB30134	SAMEA6450749	ERX5214889	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/008/ERR5430198/ERR5430198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/008/ERR5430198/ERR5430198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430198/33515_3#129.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430198/33515_3#129.cram.crai	
ERR5430202	PRJEB30134	SAMEA6450752	ERX5214893	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430202/ERR5430202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430202/ERR5430202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430202/33515_3#133.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430202/33515_3#133.cram.crai	
ERR5430203	PRJEB30134	SAMEA6450999	ERX5214894	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430203/ERR5430203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430203/ERR5430203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430203/33515_3#134.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430203/33515_3#134.cram.crai	
ERR5430207	PRJEB30134	SAMEA6451019	ERX5214898	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430207/ERR5430207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430207/ERR5430207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430207/33515_3#138.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430207/33515_3#138.cram.crai	
ERR5430208	PRJEB30134	SAMEA6451030	ERX5214899	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/008/ERR5430208/ERR5430208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/008/ERR5430208/ERR5430208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430208/33515_3#139.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430208/33515_3#139.cram.crai	
ERR5430212	PRJEB30134	SAMEA6451045	ERX5214903	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430212/ERR5430212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430212/ERR5430212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430212/33515_3#143.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430212/33515_3#143.cram.crai	
ERR5430213	PRJEB30134	SAMEA6450759	ERX5214904	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430213/ERR5430213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430213/ERR5430213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430213/33515_3#144.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430213/33515_3#144.cram.crai	
ERR5430216	PRJEB30134	SAMEA6450763	ERX5214907	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430216/ERR5430216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430216/ERR5430216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430216/33515_3#147.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430216/33515_3#147.cram.crai	
ERR5430219	PRJEB30134	SAMEA6450761	ERX5214910	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430219/ERR5430219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430219/ERR5430219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430219/33515_3#150.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430219/33515_3#150.cram.crai	
ERR5430221	PRJEB30134	SAMEA6451060	ERX5214912	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430221/ERR5430221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430221/ERR5430221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430221/33515_3#152.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430221/33515_3#152.cram.crai	
ERR5430224	PRJEB30134	SAMEA6450766	ERX5214915	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430224/ERR5430224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/004/ERR5430224/ERR5430224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430224/33515_3#155.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430224/33515_3#155.cram.crai	
ERR5430226	PRJEB30134	SAMEA6451064	ERX5214917	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430226/ERR5430226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430226/ERR5430226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430226/33515_3#157.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430226/33515_3#157.cram.crai	
ERR5430231	PRJEB30134	SAMEA6451089	ERX5214922	1280	Staphylococcus aureus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430231/ERR5430231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430231/ERR5430231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430231/33515_3#162.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430231/33515_3#162.cram.crai	
ERR5430233	PRJEB30134	SAMEA6450772	ERX5214924	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430233/ERR5430233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430233/ERR5430233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430233/33515_3#164.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430233/33515_3#164.cram.crai	
ERR5430235	PRJEB30134	SAMEA6451090	ERX5214926	1280	Staphylococcus aureus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/005/ERR5430235/ERR5430235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/005/ERR5430235/ERR5430235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430235/33515_3#166.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430235/33515_3#166.cram.crai	
ERR5430237	PRJEB30134	SAMEA6450773	ERX5214928	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430237/ERR5430237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/007/ERR5430237/ERR5430237_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430237/33515_3#168.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430237/33515_3#168.cram.crai	
ERR5430241	PRJEB30134	SAMEA6450778	ERX5214932	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430241/ERR5430241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/001/ERR5430241/ERR5430241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430241/33515_3#172.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430241/33515_3#172.cram.crai	
ERR5430243	PRJEB30134	SAMEA6451224	ERX5214934	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430243/ERR5430243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/003/ERR5430243/ERR5430243_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430243/33515_3#174.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430243/33515_3#174.cram.crai	
ERR5430245	PRJEB30134	SAMEA6450781	ERX5214936	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/005/ERR5430245/ERR5430245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/005/ERR5430245/ERR5430245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430245/33515_3#176.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430245/33515_3#176.cram.crai	
ERR5430246	PRJEB30134	SAMEA6450785	ERX5214937	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430246/ERR5430246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/006/ERR5430246/ERR5430246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430246/33515_3#177.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430246/33515_3#177.cram.crai	
ERR5430249	PRJEB30134	SAMEA6450791	ERX5214940	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430249/ERR5430249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/009/ERR5430249/ERR5430249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430249/33515_3#180.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430249/33515_3#180.cram.crai	
ERR5430252	PRJEB30134	SAMEA6450794	ERX5214943	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430252/ERR5430252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR543/002/ERR5430252/ERR5430252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430252/33515_3#183.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR543/ERR5430252/33515_3#183.cram.crai	
ERR8282740	PRJEB30134	SAMEA5226443	ERX7850171	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/000/ERR8282740/ERR8282740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282740/cpe003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/000/ERR8282740.bam
